duplicate_group,sha256,copy_count,members
D0391,7945cd1d8898d8320b1704d9677cf1ab40669a6ad7d7c97a662e9bed4666f6c6,3,Z001392:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/06_artifacts/artifact_catalog.yaml || Z001832:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/PRSE-OS_v0.1_µû╣µ│òΦ«║Φ┐ÉΦíîσîà.zip!/PRSE-OS_v0.1/06_artifacts/artifact_catalog.yaml || Z001878:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/06_artifacts/artifact_catalog.yaml
D0392,7975efb5086c5ac9e4c83cbb6e3378e62e7695305f4b9761ffff571f9f67550f,2,Z001256:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/02_DESIGN_PROCESS/06_design_lineage_map.mmd || Z001787:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/02_DESIGN_PROCESS/06_design_lineage_map.mmd
D0393,7a4c37713c5d083779920fc4f9fedf93af7bd0c84d2c4033b534faf852adef8b,3,P0112:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md || Z000057:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip!/Towow_A2A_Independent_Research_v0.4/instrument/towow_fieldkit/README.md || Z000731:02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip!/Towow_A2A_R7_Field_Pack_v0.4/instrument/towow_fieldkit/README.md
D0394,7a588a29bb34f9ee190c5fd609257468acba3621929a3f2c1673b54354b2f890,2,Z001176:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/DECISION_LOG.md || Z001554:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/DECISION_LOG.md
D0395,7abf8a55de07f1a827f623473a1e324048f310d2b527f9cf942e6cd0421cbe26,2,Z001098:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/ΘÇÜτê╗σìÅΦ«« Φ«╛Φ«íΦ»¡µûÖσ║ô v1.5 τ╗êσîà.zip!/towow-protocol-design-pack-v1/05-τöƒµêÉσô▓σ¡ª_µû╣µíêσì│σÉ»Φ┐¬.md || Z002454:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/ΘÇÜτê╗σìÅΦ«« Φ«╛Φ«íΦ»¡µûÖσ║ô v1.5 τ╗êσîà/towow-protocol-design-pack-v1/05-τöƒµêÉσô▓σ¡ª_µû╣µíêσì│σÉ»Φ┐¬.md
D0396,7ae3a7cbb361d29b85c8dbedee261d4a7279c3ec46ab768c32cbe6b623fcd2b3,2,Z000202:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/instrument/templates/relation_version.json || Z000502:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/templates/relation_version.json
D0397,7aeaca67266a5d0b58f0a1559a7e3bb9af1b5ce6768ebea22e368d9c4a2e489e,2,Z000207:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/instrument/towow_fieldkit/towow_fieldkit/__init__.py || Z000506:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/towow_fieldkit/towow_fieldkit/__init__.py
D0398,7b5f1a88dcf1a6bf285c61be820f0602d26cef1d8a25c7b50d352262376939d7,3,Z001393:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/06_artifacts/templates/claim_record.md || Z001846:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/PRSE-OS_v0.1_µû╣µ│òΦ«║Φ┐ÉΦíîσîà.zip!/PRSE-OS_v0.1/06_artifacts/templates/claim_record.md || Z001873:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/06_artifacts/templates/claim_record.md
D0399,7b9571ed73655d744d1f65e1fa937ce5aff46b0640d64d5545c1434560011b65,2,Z000215:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/methods/01_Relation_Schema历史过程编码手册_v0.5.md || Z000511:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/methods/01_Relation_Schema历史过程编码手册_v0.5.md
D0400,7c16d11688e54c85b13d8562b8f47c96b5e0dcd9522f4c22363cb4955d691b5a,3,Z001090:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/ΘÇÜτê╗_A2A_τ╗ƒΣ╕ÇΦ«║µûç_µ║ÉµûçΣ╗╢Σ╕ÄΦ»üµì«Φ┤ªµ£¼.zip!/source_package/references.bib || Z001483:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_paper_source/references.bib || Z001508:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/unified_source_package/references.bib
D0401,7c91b2d1f2487043200a1154001043bed75a48b28eb344d44cfe989df260dc9d,2,Z000056:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip!/Towow_A2A_Independent_Research_v0.4/instrument/templates/relation_version.json || Z000746:02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip!/Towow_A2A_R7_Field_Pack_v0.4/instrument/templates/relation_version.json
D0402,7cf2f61c183b4d5ee22186d7e658bdb450dd32ddfafa1a6b1346475879a44e8e,2,Z002189:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/towow-a2a-r5-4-return-packet/return-packet/experiments/r5-4-run-002-central-replication/analysis.md || Z002631:02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program.zip!/Towow_v1.2_Decision_Program/Q1_Central_Baseline/ORIGINAL_REPLICATION_ANALYSIS.md
D0403,7d391dca52a23a34fffa8097aa574aabca57defeeb086b5e6deafad390aa8fc3,3,Z001382:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/04_methods/cards/closed_loop_design.md || Z001849:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/PRSE-OS_v0.1_µû╣µ│òΦ«║Φ┐ÉΦíîσîà.zip!/PRSE-OS_v0.1/04_methods/cards/closed_loop_design.md || Z001882:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.1/expanded/PRSE-OS_v0.1/04_methods/cards/closed_loop_design.md
D0404,7d504b914affb29ca2ba5fd65d45e4c63f3b82d5ce4a927ef0d3806c57140aea,2,Z000804:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/08-σ«₧µù╢Φ»¡Σ╣ëτ⌐║Θù┤Σ╕ÄΣ╕èΣ╕ïµûçτ╝ûΦ»æσÖ¿Φ«╛Φ«í.md || Z002420:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/08-σ«₧µù╢Φ»¡Σ╣ëτ⌐║Θù┤Σ╕ÄΣ╕èΣ╕ïµûçτ╝ûΦ»æσÖ¿Φ«╛Φ«í.md
D0405,7d5a5a2132790bed24710c8ee41d41f484be3929d13f646db8b8ca80b8e282d2,2,Z001281:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/04_SKILLS/cards/policy_and_authority_design.skill.yaml || Z002018:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/04_SKILLS/cards/policy_and_authority_design.skill.yaml
D0406,7f112928695a248e5b6100b62d10fdb15635d2a01a9ddc51879ea766e50afae4,3,Z001217:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5.zip!/towow_a2a_r5_constructive_packet_v1.5/06_EXECUTION_AND_SAFETY_CHARTER.md || Z001661:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/R5C-RETURN-001/R5C-RETURN-001/INPUTS/06_EXECUTION_AND_SAFETY_CHARTER.md || Z002483:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/06_EXECUTION_AND_SAFETY_CHARTER.md
D0407,7f887ac2c403bb41e71a0eb32f25e5644cd7a0a1117a164013b5e675f9a0cc72,3,Z001426:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.2/expanded/PRSE-AI-Native-SpecKit_v0.2/04_observability/method-event.schema.json || Z001911:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.2/PRSE-AIσÄƒτöƒΦºäµá╝Φ┐ÉΦíîσîà_v0.2_σÉ½σÅ¼Θ¢åσÅ░σÅéΦÇâσ«₧τÄ░.zip!/PRSE-AI-Native-SpecKit_v0.2/04_observability/method-event.schema.json || Z001932:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.2/expanded/PRSE-AI-Native-SpecKit_v0.2/04_observability/method-event.schema.json
D0408,7f92cd950ddb796f193509529268f22b12ab1de3a6139ee71ffa13d0ecc1a65e,2,P0194:02_WORKSPACE_SNAPSHOT/Towow_Unified_Paper_v1.0_formal/通爻_主权智能主体共同现实形成_正式论文_v1.0.md || Z002692:02_WORKSPACE_SNAPSHOT/Towow_正式统一论文_v1.0_完整包.zip!/Towow_Formal_Unified_Paper_v1.0/ΘÇÜτê╗_Σ╕╗µ¥âµÖ║Φâ╜Σ╕╗Σ╜ôσà▒σÉîτÄ░σ«₧σ╜óµêÉ_µ¡úσ╝ÅΦ«║µûç_v1.0.md
D0409,7fa009914d1248d4cd9ed3a616a4c94e9bbeb483e0a52351100a99335d58b826,4,Z000051:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip!/Towow_A2A_Independent_Research_v0.4/instrument/templates/case_screen.json || Z000197:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/instrument/templates/case_screen.json || Z000497:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/templates/case_screen.json || Z000741:02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip!/Towow_A2A_R7_Field_Pack_v0.4/instrument/templates/case_screen.json
D0410,7fc3c1d0995b535153bc1ca85bb426cd25e20a974e37696ee4176008742db5c6,2,Z000979:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-004-sovereign-workspace/human_interventions.jsonl || Z002295:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-004-sovereign-workspace/human_interventions.jsonl
D0411,8009b774549f8c2729b45f6bf7245e8910c473dd3d67388ec866fe55ba88f10e,2,Z001101:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/ΘÇÜτê╗σìÅΦ«« Φ«╛Φ«íΦ»¡µûÖσ║ô v1.5 τ╗êσîà.zip!/towow-protocol-design-pack-v1/08-IF-3_τ«ùσ¡ÉσÑæτ║ªΦºäµá╝.md || Z002459:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/ΘÇÜτê╗σìÅΦ«« Φ«╛Φ«íΦ»¡µûÖσ║ô v1.5 τ╗êσîà/towow-protocol-design-pack-v1/08-IF-3_τ«ùσ¡ÉσÑæτ║ªΦºäµá╝.md
D0412,801e8d0b3b2c9dcb39a1999849721cd0b5eeddc59333163f8eb191e72a32c456,2,Z001020:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/smoke/CODEX_LOCAL_SMOKE_RESULT.json || Z002240:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/smoke/CODEX_LOCAL_SMOKE_RESULT.json
D0413,804a966b57fbd86d28691c0cec5dd2b6a9e5a456e1ef26efec00508a21bb50ce,2,Z001021:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/failures/FAILURE_INDEX.md || Z002224:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/failures/FAILURE_INDEX.md
D0414,807e370bf532a799d2d77e7bf2befd704701a8d1798ceba53bbf1d7c8db386a3,2,Z000956:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-004-sovereign-workspace/attempt3-canonical-path/outputs/costs.json || Z002337:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-004-sovereign-workspace/attempt3-canonical-path/outputs/costs.json
D0415,8083c7229140785a4b4f76f3e78cf64ba90055b4ea4371f49dc950d3240ae1f4,2,Z000317:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/release/RELEASE_NOTES_v0.6.md || Z000632:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/release/RELEASE_NOTES_v0.6.md
D0416,80da9e1ea1d02046110f6a91c5f01168b046a0a5dcf3f0d008982f9ee0e1273f,2,Z000980:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-004-sovereign-workspace/hypothesis.md || Z002357:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-004-sovereign-workspace/hypothesis.md
D0417,811969090785e33c838cf165b31c66d017ad801a8f20e9e2318447b4ab19a0f4,2,Z001325:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/07_ARTIFACTS/templates/EscalationCase.md || Z001971:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/07_ARTIFACTS/templates/EscalationCase.md
D0418,8143b21cff2667d900bc9c7591eb432ada0d7d27f554d7bf34c153aca8d254e9,2,Z001266:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/03_HARNESS_ADAPTER/reference_interfaces.py || Z002031:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/03_HARNESS_ADAPTER/reference_interfaces.py
D0419,81942164700272f2150a746e059cd8552effaf2242b77c8065deeb8fe9d241da,2,Z001019:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-004-sovereign-workspace/run.json || Z002414:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-004-sovereign-workspace/run.json
D0420,8279b77f70e884ec0a691e767ee2873d792e7e821779e26489c92e768c9fd2dc,2,Z000116:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/cases/01_LinkedIn_Microsoft.md || Z000367:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/cases/01_LinkedIn_Microsoft.md
D0421,82867c0e9294e57bcd161053923221a49ffb929537906e1d12b1fb956b4ae305,3,Z001431:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.2/expanded/PRSE-AI-Native-SpecKit_v0.2/05_conformance/smoke_tests.yaml || Z001915:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.2/PRSE-AIσÄƒτöƒΦºäµá╝Φ┐ÉΦíîσîà_v0.2_σÉ½σÅ¼Θ¢åσÅ░σÅéΦÇâσ«₧τÄ░.zip!/PRSE-AI-Native-SpecKit_v0.2/05_conformance/smoke_tests.yaml || Z001945:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.2/expanded/PRSE-AI-Native-SpecKit_v0.2/05_conformance/smoke_tests.yaml
